Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11
TRUE,same,living_together,secondary,agree,well_shallow,Elementary,High Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,higher_edu,agree,hand_pump,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,widowed,secondary,agree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,same,widowed,secondary,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,secondary,agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,single,none_primary_only,strongly_disagree,well_shallow,High School,Low Damage Level,"10,001 - 15,000",1 or less,own_toilet
TRUE,same,married,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,same,single,none_primary_only,strongly_disagree,other,Elementary,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,same,married,none_primary_only,strongly_disagree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",1 or less,shared_toilet
TRUE,more,widowed,secondary,strongly_disagree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,well_shallow,Graduate,No Damage/Fully Repaired,"<2,500",No land,own_toilet
FALSE,same,married,secondary,strongly_disagree,well_shallow,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,same,single,none_primary_only,strongly_disagree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,married,secondary,dont_know,tap_communal,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,skip,living_together,none_primary_only,strongly_agree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,skip,living_together,higher_edu,strongly_disagree,tap_hh,High School,High Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,none_primary_only,strongly_disagree,well_shallow,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,none_primary_only,strongly_disagree,other,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,single,secondary,agree,well_shallow,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,more,living_together,none_primary_only,agree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,skip,married,higher_edu,strongly_disagree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,single,none_primary_only,strongly_disagree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,secondary,strongly_agree,well_shallow,High School,Medium Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,strongly_disagree,hand_pump,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,strongly_disagree,well_shallow,Elementary,Low Damage Level,"<2,500",No land,own_toilet
FALSE,same,married,secondary,disagree,well_shallow,Elementary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,more,living_together,none_primary_only,agree,well_shallow,Graduate,High Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,hand_pump,Primary,Destroyed/No House,"2,500 - 5,000",No land,#N/A
TRUE,more,living_together,none_primary_only,disagree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,same,living_together,secondary,strongly_agree,well_shallow,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,less,living_together,secondary,strongly_disagree,hand_pump,High School,Low Damage Level,"10,001 - 15,000",No land,own_toilet
FALSE,same,married,secondary,agree,well_shallow,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,widowed,secondary,strongly_disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,none_primary_only,strongly_disagree,well_shallow,High School,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_disagree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,same,widowed,none_primary_only,strongly_disagree,well_shallow,Elementary,No Damage/Fully Repaired,"<2,500",No land,shared_toilet
TRUE,n/a,widowed,secondary,neither,well_shallow,High School,No Damage/Fully Repaired,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,living_together,secondary,strongly_disagree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,#N/A
TRUE,n/a,living_together,none_primary_only,dont_know,tap_hh,Graduate,Destroyed/No House,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_disagree,well_shallow,Graduate,Medium Damage Level,"<2,500",1.01 - 2,own_toilet
TRUE,n/a,living_together,secondary,dont_know,well_shallow,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,single,secondary,agree,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,widowed,secondary,strongly_disagree,well_shallow,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,higher_edu,neither,well_shallow,Elementary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,dont_know,hand_pump,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_disagree,well_shallow,Primary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,n/a,separated,none_primary_only,disagree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,separated,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,higher_edu,agree,tap_hh,High School,Low Damage Level,"10,001 - 15,000",No land,own_toilet
TRUE,n/a,married,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,secondary,agree,tap_hh,Graduate,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,single,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,secondary,agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,widowed,secondary,agree,hand_pump,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,tap_hh,Primary,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,n/a,single,higher_edu,agree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,Graduate,High Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,higher_edu,dont_know,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,higher_edu,dont_know,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,living_together,higher_edu,dont_know,tap_communal,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,living_together,higher_edu,agree,tap_hh,Primary,Destroyed/No House,"2,500 - 5,000",No land,#N/A
FALSE,more,married,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,more,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,secondary,agree,tap_hh,Primary,Medium Damage Level,"5,001 - 10,000",No land,shared_toilet
TRUE,more,married,secondary,agree,tap_hh,Graduate,Low Damage Level," >15,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,higher_edu,dont_know,tap_hh,Graduate,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,higher_edu,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,more,single,higher_edu,dont_know,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,widowed,secondary,disagree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,same,widowed,higher_edu,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,less,married,higher_edu,agree,tap_hh,High School,Destroyed/No House,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,higher_edu,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,higher_edu,agree,tap_hh,Primary,Low Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
TRUE,same,married,higher_edu,disagree,purchased,High School,No Damage/Fully Repaired,"5,001 - 10,000",No land,shared_toilet
FALSE,more,single,secondary,agree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,same,married,secondary,agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,n/a,widowed,secondary,strongly_agree,tap_hh,Graduate,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,disagree,tap_communal,Graduate,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,higher_edu,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,dk,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,higher_edu,agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,secondary,agree,tap_hh,Elementary,High Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,separated,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,skip,married,secondary,agree,tap_hh,High School,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,more,single,none_primary_only,agree,other,Primary,Medium Damage Level,"2,500 - 5,000",1 or less,shared_toilet
TRUE,same,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,same,living_together,higher_edu,dont_know,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,same,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,same,living_together,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,less,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,less,living_together,higher_edu,agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,same,single,secondary,disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,secondary,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,single,higher_edu,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,separated,secondary,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,single,secondary,agree,tap_hh,Graduate,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,less,married,secondary,strongly_disagree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,same,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,secondary,dont_know,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,agree,tap_hh,High School,High Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,separated,secondary,disagree,tap_hh,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",2.01 - 10,shared_toilet
FALSE,same,married,higher_edu,agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,same,single,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,separated,none_primary_only,agree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",1.01 - 2,shared_toilet
FALSE,same,single,none_primary_only,strongly_disagree,tap_hh,Graduate,No Damage/Fully Repaired,"10,001 - 15,000",1 or less,own_toilet
FALSE,skip,married,secondary,agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,same,separated,secondary,dont_know,tap_hh,Elementary,High Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,same,widowed,higher_edu,strongly_disagree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",1.01 - 2,own_toilet
FALSE,same,widowed,higher_edu,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,higher_edu,agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,higher_edu,agree,tap_hh,Elementary,No Damage/Fully Repaired,"<2,500",No land,#N/A
TRUE,more,living_together,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,married,secondary,strongly_disagree,tap_communal,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,more,living_together,secondary,dont_know,tap_hh,Primary,No Damage/Fully Repaired,"<2,500",1 or less,shared_toilet
FALSE,more,widowed,higher_edu,dont_know,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,higher_edu,strongly_disagree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,higher_edu,dont_know,tap_hh,High School,Low Damage Level,"<2,500",1 or less,#N/A
FALSE,more,married,none_primary_only,agree,tap_hh,Elementary,No Damage/Fully Repaired,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,married,higher_edu,agree,tap_hh,Primary,Low Damage Level,"<2,500",1 or less,shared_toilet
FALSE,same,widowed,none_primary_only,agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",No land,own_toilet
FALSE,dk,married,secondary,dont_know,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
FALSE,same,married,none_primary_only,disagree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,living_together,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,married,higher_edu,disagree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,tap_hh,Primary,High Damage Level,"<2,500",No land,own_toilet
FALSE,more,widowed,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,more,married,secondary,strongly_agree,hand_pump,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,less,widowed,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,more,married,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,same,married,none_primary_only,strongly_agree,tap_hh,Graduate,Low Damage Level,"<2,500",No land,#N/A
TRUE,more,single,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,more,single,none_primary_only,strongly_agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,secondary,strongly_disagree,river,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,single,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,higher_edu,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,widowed,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,widowed,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,#N/A
FALSE,n/a,married,secondary,strongly_agree,river,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",1.01 - 2,own_toilet
TRUE,more,married,secondary,disagree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,#N/A
n/a,n/a,single,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,higher_edu,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,widowed,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,higher_edu,strongly_disagree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,living_together,secondary,agree,tap_communal,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,same,married,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,married,secondary,strongly_agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,#N/A
FALSE,same,living_together,higher_edu,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,married,secondary,strongly_disagree,well_shallow,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,same,widowed,none_primary_only,strongly_disagree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,widowed,higher_edu,strongly_agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,none_primary_only,dont_know,tap_hh,High School,High Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,married,none_primary_only,agree,tap_hh,Graduate,Low Damage Level,"<2,500",No land,own_toilet
FALSE,same,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,married,none_primary_only,strongly_agree,tap_hh,High School,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,High School,No Damage/Fully Repaired,"5,001 - 10,000",No land,shared_toilet
FALSE,same,living_together,secondary,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
FALSE,more,married,secondary,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,same,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,n/a,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,living_together,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,more,married,secondary,strongly_disagree,river,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,widowed,none_primary_only,agree,tap_hh,High School,High Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,same,widowed,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Graduate,No Damage/Fully Repaired,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,tap_hh,Elementary,Low Damage Level,"<2,500",1 or less,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,secondary,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,widowed,none_primary_only,dont_know,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,separated,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,secondary,dont_know,tap_hh,Elementary,Medium Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,No Damage/Fully Repaired,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,none_primary_only,agree,tap_hh,High School,Destroyed/No House,"<2,500",No land,own_toilet
FALSE,more,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,living_together,secondary,strongly_agree,tap_hh,High School,No Damage/Fully Repaired,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,secondary,disagree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,secondary,disagree,tap_hh,Primary,Destroyed/No House,"2,500 - 5,000",1.01 - 2,#N/A
TRUE,more,single,none_primary_only,agree,tap_hh,Elementary,Destroyed/No House,"<2,500",1 or less,shared_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",2.01 - 10,own_toilet
TRUE,same,married,higher_edu,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,higher_edu,strongly_agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",10.01 - 20,#N/A
FALSE,more,single,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,secondary,agree,tap_hh,Primary,Low Damage Level,"<2,500",1 or less,#N/A
FALSE,more,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,widowed,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,same,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,same,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,secondary,agree,tap_hh,Elementary,High Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,living_together,higher_edu,agree,tap_hh,Elementary,High Damage Level,"<2,500",1 or less,own_toilet
